|Grain|Grain Mill Products|Farm Products (excl. Grain)|Food Products|Chemicals|Petroleum & Petroleum Products|Primary Metal Products|Primary Forest Products|Lumber & Wood Products|Pulp & Paper Products|Non-Metallic Minerals (incl. Phosphates)|Crushed Stone, Sand & Gravel|Stone, Clay & Glass Products|Iron & Steel Scrap|Waste & Nonferrous Scrap|Motor Vehicles and Parts|Metallic Ores|Coal|Coke|All Other Carloads|Total Carloads|Trailers|Containers|Total Intermodal|Total Traffic|Non‐Metallic Minerals (incl. Phosphates)|Primary Forest Products*|Farm Products, Ex. Grain|Food & Kindred Products|Petroleum Products|Metals & Products|Pulp, Paper & Allied Products|Phosphate (Phospate Rock)|Automotive (Motor Vehicles & Equip.)|Military, Machinery & Transportation Equipment
Week 48 2018 QTD|27085.0|18951.0|2158.0|18996.0|84234.0|28786.0|23433.0|5409.0|10390.0|27010.0|25370.0|45255.0|22347.0|12056.0|25970.0|86454.0|7213.0|150656.0|7188.0|9913.0|638874.0|21033.0|488936.0|509969.0|1148843.0||||||||||
Week 48 QTD pct-change|1.0|2.3|23.3|4.9|2.0|4.7|19.8|3.8|0.9|5.1|3.1|7.6|0.9|17.2|15.5|10.7|5.6|17.2|22.6|1.8|6.5|27.0|5.9|6.8|6.6||||||||||
Week 48 2019 YTD|147819.0|100984.0|8704.0|102833.0|465140.0|149057.0|119521.0|28879.0|59631.0|140812.0|133680.0|240581.0|123886.0|58817.0|122262.0|423281.0|37378.0|733034.0|49452.0|56298.0|3302049.0|88941.0|2366340.0|2455281.0|5757330.0||||||||||
Week 48 2018 YTD|136482.0|96247.0|10753.0|102369.0|470843.0|143509.0|133656.0|25602.0|58077.0|141258.0|129826.0|233124.0|117916.0|62172.0|127624.0|428755.0|36500.0|769918.0|45102.0|58722.0|3328455.0|103342.0|2558365.0|2661707.0|5990162.0||||||||||
Week 48 YTD pct-change|8.3|4.9|19.1|0.5|1.2|3.9|10.6|12.8|2.7|0.3|3.0|3.2|5.1|5.4|4.2|1.3|2.4|4.8|9.6|4.1|0.8|13.9|7.5|7.8|3.9||||||||||
Week 47 2019|3367.0|1985.0|240.0|2058.0|10007.0|3079.0|2166.0|576.0|1084.0|2901.0|3041.0|5719.0|2383.0|1310.0|2702.0|9489.0|828.0|14883.0|1055.0|965.0|69838.0|1787.0|53026.0|54813.0|124651.0||||||||||
Week 47 2018|2830.0|1848.0|278.0|2057.0|9114.0|2908.0|2504.0|451.0|1016.0|3287.0|2691.0|2776.0|1802.0|1060.0|2280.0|8308.0|805.0|12455.0|871.0|883.0|60224.0|2227.0|47641.0|49868.0|110092.0||||||||||
Week 47 pct-change|19.0|7.4|13.7|0.0|9.8|5.9|13.5|27.7|6.7|11.7|13.0|106.0|32.2|23.6|18.5|14.2|2.9|19.5|21.1|9.3|16.0|19.8|11.3|9.9|13.2||||||||||
Week 47 2019 QTD|24971.0|16482.0|1450.0|17833.0|77538.0|24582.0|16636.0|5108.0|9366.0|22730.0|21951.0|44971.0|20723.0|9188.0|19961.0|69471.0|6771.0|114055.0|7650.0|9210.0|540647.0|13491.0|415114.0|428605.0|969252.0||||||||||
Week 47 2018 QTD|24059.0|16955.0|1961.0|16952.0|74388.0|25634.0|20786.0|4716.0|9326.0|23693.0|22644.0|40044.0|20172.0|10732.0|22982.0|76961.0|6352.0|133259.0|6005.0|9167.0|566788.0|17808.0|435426.0|453234.0|1020022.0||||||||||
Week 47 QTD pct-change|3.8|2.8|26.1|5.2|4.2|4.1|20.0|8.3|0.4|4.1|3.1|12.3|2.7|14.4|13.1|9.7|6.6|14.4|27.4|0.5|4.6|24.2|4.7|5.4|5.0||||||||||
Week 47 2019 YTD|145436.0|98944.0|8498.0|100732.0|456742.0|146218.0|117362.0|28370.0|58697.0|137897.0|131045.0|236869.0|122058.0|58027.0|120268.0|415554.0|36535.0|722292.0|48289.0|55413.0|3245246.0|87087.0|2321265.0|2408352.0|5653598.0||||||||||
Week 47 2018 YTD|133456.0|94251.0|10556.0|100325.0|460997.0|140357.0|131009.0|24909.0|57013.0|137941.0|127100.0|227913.0|115741.0|60848.0|124636.0|419262.0|35639.0|752521.0|43919.0|57976.0|3256369.0|100117.0|2504855.0|2604972.0|5861341.0||||||||||
Week 47 YTD pct-change|9.0|5.0|19.5|0.4|0.9|4.2|10.4|13.9|3.0|0.0|3.1|3.9|5.5|4.6|3.5|0.9|2.5|4.0|10.0|4.4|0.3|13.0|7.3|7.5|3.5||||||||||
Week 46 2019|2933.0|1985.0|225.0|2214.0|9316.0|2866.0|1913.0|602.0|1079.0|2632.0|2698.0|4920.0|2334.0|1133.0|2467.0|8794.0|776.0|12075.0|1340.0|1313.0|63615.0|1834.0|49918.0|51752.0|115367.0||||||||||
Week 46 2018|2821.0|2229.0|284.0|2008.0|9154.0|3145.0|2562.0|550.0|1087.0|2790.0|2731.0|5106.0|2554.0|1353.0|2673.0|9365.0|722.0|17889.0|1084.0|471.0|70578.0|2373.0|54143.0|56516.0|127094.0||||||||||
Week 46 pct-change|4.0|10.9|20.8|10.3|1.8|8.9|25.3|9.5|0.7|5.7|1.2|3.6|8.6|16.3|7.7|6.1|7.5|32.5|23.6|178.8|9.9|22.7|7.8|8.4|9.2||||||||||
Week 46 2019 QTD|21604.0|14497.0|1210.0|15775.0|67531.0|21503.0|14470.0|4532.0|8282.0|19829.0|18910.0|39252.0|18340.0|7878.0|17259.0|59982.0|5943.0|99172.0|6595.0|8245.0|470809.0|11704.0|362088.0|373792.0|844601.0||||||||||
Week 46 2018 QTD|21229.0|15107.0|1683.0|14895.0|65274.0|22726.0|18282.0|4265.0|8310.0|20406.0|19953.0|37268.0|18370.0|9672.0|20702.0|68653.0|5547.0|120804.0|5134.0|8284.0|506564.0|15581.0|387785.0|403366.0|909930.0||||||||||
Week 46 QTD pct-change|1.8|4.0|28.1|5.9|3.5|5.4|20.9|6.3|0.3|2.8|5.2|5.3|0.2|18.5|16.6|12.6|7.1|17.9|28.5|0.5|7.1|24.9|6.6|7.3|7.2||||||||||
Week 46 2019 YTD|142069.0|96959.0|8258.0|98674.0|446735.0|143139.0|115196.0|27794.0|57613.0|134996.0|128004.0|231150.0|119675.0|56717.0|117566.0|406065.0|35707.0|707409.0|47234.0|54448.0|3175408.0|85300.0|2268239.0|2353539.0|5528947.0||||||||||
Week 46 2018 YTD|130626.0|92403.0|10278.0|98268.0|451883.0|137449.0|128505.0|24458.0|55997.0|134654.0|124409.0|225137.0|113939.0|59788.0|122356.0|410954.0|34834.0|740066.0|43048.0|57093.0|3196145.0|97890.0|2457214.0|2555104.0|5751249.0||||||||||
Week 46 YTD pct-change|8.8|4.9|19.7|0.4|1.1|4.1|10.4|13.6|2.9|0.3|2.9|2.7|5.0|5.1|3.9|1.2|2.5|4.4|9.7|4.6|0.6|12.9|7.7|7.9|3.9||||||||||
Week 45 2019|3137.0|1906.0|206.0|2084.0|9898.0|3199.0|2247.0|672.0|1220.0|2781.0|2554.0|5338.0|2631.0|1099.0|2606.0|8923.0|761.0|15328.0|993.0|1254.0|68837.0|1701.0|53144.0|54845.0|123682.0||||||||||
Week 45 2018|2896.0|1978.0|286.0|2164.0|9595.0|3391.0|2418.0|649.0|1217.0|3033.0|2725.0|5296.0|2747.0|1394.0|2889.0|10064.0|800.0|17396.0|777.0|1890.0|73605.0|2331.0|57228.0|59559.0|133164.0||||||||||
Week 45 pct-change|8.3|3.6|28.0|3.7|3.2|5.7|7.1|3.5|0.2|8.3|6.3|0.8|4.2|21.2|9.8|11.3|4.9|11.9|27.8|33.7|6.5|27.0|7.1|7.9|7.1||||||||||
Week 45 2019 QTD|18671.0|12512.0|985.0|13561.0|58215.0|18637.0|12557.0|3930.0|7203.0|17197.0|16212.0|34332.0|16006.0|6745.0|14792.0|51188.0|5167.0|87097.0|5255.0|6932.0|407194.0|9870.0|312170.0|322040.0|729234.0||||||||||
Week 45 2018 QTD|18408.0|12878.0|1399.0|12887.0|56120.0|19581.0|15720.0|3715.0|7223.0|17616.0|17222.0|32162.0|15816.0|8319.0|18029.0|59288.0|4825.0|102915.0|4050.0|7813.0|435986.0|13208.0|333642.0|346850.0|782836.0||||||||||
Week 45 QTD pct-change|1.4|2.8|29.6|5.2|3.7|4.8|20.1|5.8|0.3|2.4|5.9|6.7|1.2|18.9|18.0|13.7|7.1|15.4|29.8|11.3|6.6|25.3|6.4|7.2|6.8||||||||||
Week 45 2019 YTD|139136.0|94974.0|8033.0|96460.0|437419.0|140273.0|113283.0|27192.0|56534.0|132364.0|125306.0|226230.0|117341.0|55584.0|115099.0|397271.0|34931.0|695334.0|45894.0|53135.0|3111793.0|83466.0|2218321.0|2301787.0|5413580.0||||||||||
Week 45 2018 YTD|127805.0|90174.0|9994.0|96260.0|442729.0|134304.0|125943.0|23908.0|54910.0|131864.0|121678.0|220031.0|111385.0|58435.0|119683.0|401589.0|34112.0|722177.0|41964.0|56622.0|3125567.0|95517.0|2403071.0|2498588.0|5624155.0||||||||||
Week 45 YTD pct-change|8.9|5.3|19.6|0.2|1.2|4.4|10.1|13.7|3.0|0.4|3.0|2.8|5.3|4.9|3.8|1.1|2.4|3.7|9.4|6.2|0.4|12.6|7.7|7.9|3.7||||||||||
Week 44 2019|3156.0|2100.0|160.0|2347.0|9343.0|2875.0|2000.0|650.0|1172.0|2755.0|2732.0|5945.0|2604.0|984.0|2426.0|8556.0|925.0|14311.0|956.0|892.0|66889.0|1632.0|51222.0|52854.0|119743.0||||||||||
Week 44 2018|3508.0|2251.0|255.0|2101.0|8890.0|3001.0|2460.0|635.0|1217.0|2979.0|2864.0|5553.0|2757.0|1343.0|3028.0|9938.0|589.0|17091.0|604.0|1185.0|72249.0|2123.0|55393.0|57516.0|129765.0||||||||||
Week 44 pct-change|10.0|6.7|37.3|11.7|5.1|4.2|18.7|2.4|3.7|7.5|4.6|7.1|5.5|26.7|19.9|13.9|57.0|16.3|58.3|24.7|7.4|23.1|7.5|8.1|7.7||||||||||
Week 44 2019 QTD|15534.0|10606.0|779.0|11477.0|48317.0|15438.0|10310.0|3258.0|5983.0|14416.0|13658.0|28994.0|13375.0|5646.0|12186.0|42265.0|4406.0|71769.0|4262.0|5678.0|338357.0|8169.0|259026.0|267195.0|605552.0||||||||||
Week 44 2018 QTD|15512.0|10900.0|1113.0|10723.0|46525.0|16190.0|13302.0|3066.0|6006.0|14583.0|14497.0|26866.0|13069.0|6925.0|15140.0|49224.0|4025.0|85519.0|3273.0|5923.0|362381.0|10877.0|276414.0|287291.0|649672.0||||||||||
Week 44 QTD pct-change|0.1|2.7|30.0|7.0|3.9|4.6|22.5|6.3|0.4|1.1|5.8|7.9|2.3|18.5|19.5|14.1|9.5|16.1|30.2|4.1|6.6|24.9|6.3|7.0|6.8||||||||||
Week 44 2019 YTD|135999.0|93068.0|7827.0|94376.0|427521.0|137074.0|111036.0|26520.0|55314.0|129583.0|122752.0|220892.0|114710.0|54485.0|112493.0|388348.0|34170.0|680006.0|44901.0|51881.0|3042956.0|81765.0|2165177.0|2246942.0|5289898.0||||||||||
Week 44 2018 YTD|124909.0|88196.0|9708.0|94096.0|433134.0|130913.0|123525.0|23259.0|53693.0|128831.0|118953.0|214735.0|108638.0|57041.0|116794.0|391525.0|33312.0|704781.0|41187.0|54732.0|3051962.0|93186.0|2345843.0|2439029.0|5490991.0||||||||||
Week 44 YTD pct-change|8.9|5.5|19.4|0.3|1.3|4.7|10.1|14.0|3.0|0.6|3.2|2.9|5.6|4.5|3.7|0.8|2.6|3.5|9.0|5.2|0.3|12.3|7.7|7.9|3.7||||||||||
Week 43 2019|3521.0|2180.0|182.0|2314.0|9496.0|2940.0|2129.0|691.0|1107.0|2818.0|2663.0|5617.0|2626.0|1105.0|2455.0|7833.0|936.0|13370.0|810.0|1064.0|65857.0|1587.0|52298.0|53885.0|119742.0||||||||||
Week 43 2018|2953.0|2112.0|234.0|2166.0|9282.0|3500.0|2808.0|631.0|1188.0|2882.0|2790.0|5193.0|2561.0|1384.0|3071.0|9740.0|803.0|17071.0|725.0|1328.0|72422.0|2238.0|55854.0|58092.0|130514.0||||||||||
Week 43 pct-change|19.2|3.2|22.2|6.8|2.3|16.0|24.2|9.5|6.8|2.2|4.6|8.2|2.5|20.2|20.1|19.6|16.6|21.7|11.7|19.9|9.1|29.1|6.4|7.2|8.3||||||||||
Week 43 2019 QTD|12378.0|8506.0|619.0|9130.0|38974.0|12563.0|8310.0|2608.0|4811.0|11661.0|10926.0|23049.0|10771.0|4662.0|9760.0|33709.0|3481.0|57458.0|3306.0|4786.0|271468.0|6537.0|207804.0|214341.0|485809.0||||||||||
Week 43 2018 QTD|12004.0|8649.0|858.0|8622.0|37635.0|13189.0|10842.0|2431.0|4789.0|11604.0|11633.0|21313.0|10312.0|5582.0|12112.0|39286.0|3436.0|68428.0|2669.0|4738.0|290132.0|8754.0|221021.0|229775.0|519907.0||||||||||
Week 43 QTD pct-change|3.1|1.7|27.9|5.9|3.6|4.7|23.4|7.3|0.5|0.5|6.1|8.1|4.5|16.5|19.4|14.2|1.3|16.0|23.9|1.0|6.4|25.3|6.0|6.7|6.6||||||||||
Week 43 2019 YTD|132843.0|90968.0|7667.0|92029.0|418178.0|134199.0|109036.0|25870.0|54142.0|126828.0|120020.0|214947.0|112106.0|53501.0|110067.0|379792.0|33245.0|665695.0|43945.0|50989.0|2976067.0|80133.0|2113955.0|2194088.0|5170155.0||||||||||
Week 43 2018 YTD|121401.0|85945.0|9453.0|91995.0|424244.0|127912.0|121065.0|22624.0|52476.0|125852.0|116089.0|209182.0|105881.0|55698.0|113766.0|381587.0|32723.0|687690.0|40583.0|53547.0|2979713.0|91063.0|2290450.0|2381513.0|5361226.0||||||||||
Week 43 YTD pct-change|9.4|5.8|18.9|0.0|1.4|4.9|9.9|14.3|3.2|0.8|3.4|2.8|5.9|3.9|3.3|0.5|1.6|3.2|8.3|4.8|0.1|12.0|7.7|7.9|3.6||||||||||
Week 42 2019|2864.0|2049.0|162.0|2413.0|9809.0|3232.0|1957.0|654.0|1192.0|2855.0|2609.0|5966.0|2744.0|1174.0|2430.0|8404.0|912.0|14454.0|1039.0|964.0|67883.0|1644.0|51052.0|52696.0|120579.0||||||||||
Week 42 2018|3264.0|2257.0|222.0|2328.0|10038.0|3413.0|2647.0|567.0|1181.0|2861.0|2677.0|5304.0|2482.0|1400.0|2881.0|9881.0|700.0|17192.0|652.0|1175.0|73122.0|2184.0|55782.0|57966.0|131088.0||||||||||
Week 42 pct-change|12.3|9.2|27.0|3.7|2.3|5.3|26.1|15.3|0.9|0.2|2.5|12.5|10.6|16.1|15.7|14.9|30.3|15.9|59.4|18.0|7.2|24.7|8.5|9.1|8.0||||||||||
Week 42 2019 QTD|8857.0|6326.0|437.0|6816.0|29478.0|9623.0|6181.0|1917.0|3704.0|8843.0|8263.0|17432.0|8145.0|3557.0|7305.0|25876.0|2545.0|44088.0|2496.0|3722.0|205611.0|4950.0|155506.0|160456.0|366067.0||||||||||
Week 42 2018 QTD|9051.0|6537.0|624.0|6456.0|28353.0|9689.0|8034.0|1800.0|3601.0|8722.0|8843.0|16120.0|7751.0|4198.0|9041.0|29546.0|2633.0|51357.0|1944.0|3410.0|217710.0|6516.0|165167.0|171683.0|389393.0||||||||||
Week 42 QTD pct-change|2.1|3.2|30.0|5.6|4.0|0.7|23.1|6.5|2.9|1.4|6.6|8.1|5.1|15.3|19.2|12.4|3.3|14.2|28.4|9.1|5.6|24.0|5.8|6.5|6.0||||||||||
Week 42 2019 YTD|129322.0|88788.0|7485.0|89715.0|408682.0|131259.0|106907.0|25179.0|53035.0|124010.0|117357.0|209330.0|109480.0|52396.0|107612.0|371959.0|32309.0|652325.0|43135.0|49925.0|2910210.0|78546.0|2061657.0|2140203.0|5050413.0||||||||||
Week 42 2018 YTD|118448.0|83833.0|9219.0|89829.0|414962.0|124412.0|118257.0|21993.0|51288.0|122970.0|113299.0|203989.0|103320.0|54314.0|110695.0|371847.0|31920.0|670619.0|39858.0|52219.0|2907291.0|88825.0|2234596.0|2323421.0|5230712.0||||||||||
Week 42 YTD pct-change|9.2|5.9|18.8|0.1|1.5|5.5|9.6|14.5|3.4|0.8|3.6|2.6|6.0|3.5|2.8|0.0|1.2|2.7|8.2|4.4|0.1|11.6|7.7|7.9|3.4||||||||||
Week 41 2019|3280.0|2180.0|154.0|2295.0|9871.0|3131.0|2112.0|688.0|1253.0|2801.0|2763.0|5504.0|2695.0|1222.0|2397.0|8527.0|753.0|14306.0|781.0|1286.0|67999.0|1629.0|51961.0|53590.0|121589.0||||||||||
Week 41 2018|3100.0|2175.0|179.0|2021.0|8941.0|3196.0|2718.0|640.0|1193.0|2844.0|3145.0|5111.0|2440.0|1452.0|3149.0|9495.0|957.0|17230.0|549.0|1038.0|71573.0|2178.0|54498.0|56676.0|128249.0||||||||||
Week 41 pct-change|5.8|0.2|14.0|13.6|10.4|2.0|22.3|7.5|5.0|1.5|12.1|7.7|10.5|15.8|23.9|10.2|21.3|17.0|42.3|23.9|5.0|25.2|4.7|5.4|5.2||||||||||
Week 41 2019 QTD|5993.0|4277.0|275.0|4403.0|19669.0|6391.0|4224.0|1263.0|2512.0|5988.0|5654.0|11466.0|5401.0|2383.0|4875.0|17472.0|1633.0|29634.0|1457.0|2758.0|137728.0|3306.0|104454.0|107760.0|245488.0||||||||||
Week 41 2018 QTD|5787.0|4280.0|402.0|4128.0|18315.0|6276.0|5387.0|1233.0|2420.0|5861.0|6166.0|10816.0|5269.0|2798.0|6160.0|19665.0|1933.0|34165.0|1292.0|2235.0|144588.0|4332.0|109385.0|113717.0|258305.0||||||||||
Week 41 QTD pct-change|3.6|0.1|31.6|6.7|7.4|1.8|21.6|2.4|3.8|2.2|8.3|6.0|2.5|14.8|20.9|11.2|15.5|13.3|12.8|23.4|4.7|23.7|4.5|5.2|5.0||||||||||
Week 41 2019 YTD|126458.0|86739.0|7323.0|87302.0|398873.0|128027.0|104950.0|24525.0|51843.0|121155.0|114748.0|203364.0|106736.0|51222.0|105182.0|363555.0|31397.0|637871.0|42096.0|48961.0|2842327.0|76902.0|2010605.0|2087507.0|4929834.0||||||||||
Week 41 2018 YTD|115184.0|81576.0|8997.0|87501.0|404924.0|120999.0|115610.0|21426.0|50107.0|120109.0|110622.0|198685.0|100838.0|52914.0|107814.0|361966.0|31220.0|653427.0|39206.0|51044.0|2834169.0|86641.0|2178814.0|2265455.0|5099624.0||||||||||
Week 41 YTD pct-change|9.8|6.3|18.6|0.2|1.5|5.8|9.2|14.5|3.5|0.9|3.7|2.4|5.8|3.2|2.4|0.4|0.6|2.4|7.4|4.1|0.3|11.2|7.7|7.9|3.3||||||||||
Week 40 2019|2713.0|2097.0|121.0|2108.0|9798.0|3260.0|2112.0|575.0|1259.0|3187.0|2891.0|5962.0|2706.0|1161.0|2478.0|8945.0|880.0|15328.0|676.0|1472.0|69729.0|1677.0|52493.0|54170.0|123899.0||||||||||
Week 40 2018|2687.0|2105.0|223.0|2107.0|9374.0|3080.0|2669.0|593.0|1227.0|3017.0|3021.0|5705.0|2829.0|1346.0|3011.0|10170.0|976.0|16935.0|743.0|1197.0|73015.0|2154.0|54887.0|57041.0|130056.0||||||||||
Week 40 pct-change|1.0|0.4|45.7|0.0|4.5|5.8|20.9|3.0|2.6|5.6|4.3|4.5|4.3|13.7|17.7|12.0|9.8|9.5|9.0|23.0|4.5|22.1|4.4|5.0|4.7||||||||||
Week 40 2019 QTD|2713.0|2097.0|121.0|2108.0|9798.0|3260.0|2112.0|575.0|1259.0|3187.0|2891.0|5962.0|2706.0|1161.0|2478.0|8945.0|880.0|15328.0|676.0|1472.0|69729.0|1677.0|52493.0|54170.0|123899.0||||||||||
Week 40 2018 QTD|2687.0|2105.0|223.0|2107.0|9374.0|3080.0|2669.0|593.0|1227.0|3017.0|3021.0|5705.0|2829.0|1346.0|3011.0|10170.0|976.0|16935.0|743.0|1197.0|73015.0|2154.0|54887.0|57041.0|130056.0||||||||||
Week 40 QTD pct-change|1.0|0.4|45.7|0.0|4.5|5.8|20.9|3.0|2.6|5.6|4.3|4.5|4.3|13.7|17.7|12.0|9.8|9.5|9.0|23.0|4.5|22.1|4.4|5.0|4.7||||||||||
Week 40 2019 YTD|123178.0|84559.0|7169.0|85007.0|389002.0|124896.0|102838.0|23837.0|50590.0|118354.0|111985.0|197860.0|104041.0|50000.0|102785.0|355028.0|30644.0|623565.0|41315.0|47675.0|2774328.0|75273.0|1958644.0|2033917.0|4808245.0||||||||||
Week 40 2018 YTD|112084.0|79401.0|8818.0|85480.0|395983.0|117803.0|112892.0|20786.0|48914.0|117265.0|107477.0|193574.0|98398.0|51462.0|104665.0|352471.0|30263.0|636197.0|38657.0|50006.0|2762596.0|84463.0|2124316.0|2208779.0|4971375.0||||||||||
Week 40 YTD pct-change|9.9|6.5|18.7|0.6|1.8|6.0|8.9|14.7|3.4|0.9|4.2|2.2|5.7|2.8|1.8|0.7|1.3|2.0|6.9|4.7|0.4|10.9|7.8|7.9|3.3||||||||||
Week 39 2019|2981.0|2196.0|102.0|2252.0|9785.0|2971.0|2364.0|641.0|1398.0|3087.0|2502.0|6092.0|2765.0|1335.0|2541.0|9018.0|928.0|13981.0|887.0|2339.0|70165.0|1802.0|52317.0|54119.0|124284.0||||||||||
Week 39 2018|2880.0|2037.0|181.0|2027.0|10088.0|3079.0|2889.0|582.0|1210.0|3206.0|2405.0|5176.0|2760.0|1359.0|2823.0|8861.0|938.0|18689.0|691.0|1206.0|73087.0|2194.0|56714.0|58908.0|131995.0||||||||||
Week 39 pct-change|3.5|7.8|43.6|11.1|3.0|3.5|18.2|10.1|15.5|3.7|4.0|17.7|0.2|1.8|10.0|1.8|1.1|25.2|28.4|93.9|4.0|17.9|7.8|8.1|5.8||||||||||
Week 39 2019 QTD|40010.0|27801.0|1780.0|28183.0|125377.0|36681.0|32699.0|7620.0|16476.0|39312.0|36172.0|68810.0|34752.0|15296.0|33538.0|109367.0|9946.0|196370.0|13170.0|17061.0|890421.0|22342.0|641875.0|664217.0|1554638.0||||||||||
Week 39 2018 QTD|36034.0|26361.0|2520.0|27980.0|127895.0|40108.0|37579.0|7199.0|16113.0|40090.0|33355.0|65018.0|34439.0|17002.0|36963.0|109954.0|10582.0|217428.0|13172.0|15953.0|915745.0|27190.0|703317.0|730507.0|1646252.0||||||||||
Week 39 QTD pct-change|11.0|5.5|29.4|0.7|2.0|8.5|13.0|5.8|2.3|1.9|8.4|5.8|0.9|10.0|9.3|0.5|6.0|9.7|0.0|6.9|2.8|17.8|8.7|9.1|5.6||||||||||
Week 39 2019 YTD|120465.0|82462.0|7048.0|82899.0|379204.0|121636.0|100726.0|23262.0|49331.0|115167.0|109094.0|191898.0|101335.0|48839.0|100307.0|346083.0|29764.0|608237.0|40639.0|46203.0|2704599.0|73596.0|1906151.0|1979747.0|4684346.0||||||||||
Week 39 2018 YTD|109397.0|77296.0|8595.0|83373.0|386609.0|114723.0|110223.0|20193.0|47687.0|114248.0|104456.0|187869.0|95569.0|50116.0|101654.0|342301.0|29287.0|619262.0|37914.0|48809.0|2689581.0|82309.0|2069429.0|2151738.0|4841319.0||||||||||
Week 39 YTD pct-change|10.1|6.7|18.0|0.6|1.9|6.0|8.6|15.2|3.4|0.8|4.4|2.1|6.0|2.5|1.3|1.1|1.6|1.8|7.2|5.3|0.6|10.6|7.9|8.0|3.2||||||||||
Week 38 2019|2737.0|2079.0|132.0|2105.0|9592.0|2979.0|2388.0|563.0|1278.0|3068.0|2642.0|5458.0|2738.0|1297.0|2488.0|9052.0|781.0|16466.0|961.0|1375.0|70179.0|1867.0|53421.0|55288.0|125467.0||||||||||
Week 38 2018|2823.0|2116.0|207.0|2266.0|9505.0|3439.0|2827.0|444.0|1221.0|3107.0|2873.0|4904.0|2675.0|1250.0|2832.0|9079.0|911.0|15720.0|1182.0|2172.0|71553.0|2270.0|56674.0|58944.0|130497.0||||||||||
Week 38 pct-change|3.0|1.7|36.2|7.1|0.9|13.4|15.5|26.8|4.7|1.3|8.0|11.3|2.4|3.8|12.1|0.3|14.3|4.7|18.7|36.7|1.9|17.8|5.7|6.2|3.9||||||||||
Week 38 2019 QTD|37029.0|25605.0|1678.0|25931.0|115592.0|33710.0|30335.0|6979.0|15078.0|36225.0|33670.0|62718.0|31987.0|13961.0|30997.0|100349.0|9018.0|182389.0|12283.0|14722.0|820256.0|20540.0|589558.0|610098.0|1430354.0||||||||||
Week 38 2018 QTD|33154.0|24324.0|2339.0|25953.0|117807.0|37029.0|34690.0|6617.0|14903.0|36884.0|30950.0|59842.0|31679.0|15643.0|34140.0|101093.0|9644.0|198739.0|12481.0|14747.0|842658.0|24996.0|646603.0|671599.0|1514257.0||||||||||
Week 38 QTD pct-change|11.7|5.3|28.3|0.1|1.9|9.0|12.6|5.5|1.2|1.8|8.8|4.8|1.0|10.8|9.2|0.7|6.5|8.2|1.6|0.2|2.7|17.8|8.8|9.2|5.5||||||||||
Week 38 2019 YTD|117484.0|80266.0|6946.0|80647.0|369419.0|118665.0|98362.0|22621.0|47933.0|112080.0|106592.0|185806.0|98570.0|47504.0|97766.0|337065.0|28836.0|594256.0|39752.0|43864.0|2634434.0|71794.0|1853834.0|1925628.0|4560062.0||||||||||
Week 38 2018 YTD|106517.0|75259.0|8414.0|81346.0|376521.0|111644.0|107334.0|19611.0|46477.0|111042.0|102051.0|182693.0|92809.0|48757.0|98831.0|333440.0|28349.0|600573.0|37223.0|47603.0|2616494.0|80115.0|2012715.0|2092830.0|4709324.0||||||||||
Week 38 YTD pct-change|10.3|6.7|17.4|0.9|1.9|6.3|8.4|15.3|3.1|0.9|4.4|1.7|6.2|2.6|1.1|1.1|1.7|1.1|6.8|7.9|0.7|10.4|7.9|8.0|3.2||||||||||
Week 37 2019|3269.0|2199.0|109.0|2128.0|9879.0|2964.0|2483.0|590.0|1236.0|2932.0|2757.0|4853.0|2620.0|1397.0|2671.0|8927.0|759.0|13733.0|1089.0|1011.0|67606.0|1795.0|51585.0|53380.0|120986.0||||||||||
Week 37 2018|1936.0|1937.0|141.0|2112.0|10306.0|3246.0|2776.0|544.0|1242.0|2985.0|2379.0|4028.0|2639.0|1317.0|2982.0|9138.0|926.0|16206.0|979.0|1269.0|69088.0|2199.0|53963.0|56162.0|125250.0||||||||||
Week 37 pct-change|68.9|13.5|22.7|0.8|4.1|8.7|10.6|8.5|0.5|1.8|15.9|20.5|0.7|6.1|10.4|2.3|18.0|15.3|11.2|20.3|2.1|18.4|4.4|5.0|3.4||||||||||
Week 37 2019 QTD|34292.0|23526.0|1546.0|23826.0|106000.0|30731.0|27947.0|6416.0|13800.0|33157.0|31028.0|57260.0|29249.0|12664.0|28509.0|91297.0|8237.0|165923.0|11322.0|13347.0|750077.0|18673.0|536137.0|554810.0|1304887.0||||||||||
Week 37 2018 QTD|30331.0|22208.0|2132.0|23687.0|108302.0|33590.0|31863.0|6173.0|13682.0|33777.0|28077.0|54938.0|29004.0|14393.0|31308.0|92014.0|8733.0|183019.0|11299.0|12575.0|771105.0|22726.0|589929.0|612655.0|1383760.0||||||||||
Week 37 QTD pct-change|13.1|5.9|27.5|0.6|2.1|8.5|12.3|3.9|0.9|1.8|10.5|4.2|0.8|12.0|8.9|0.8|5.7|9.3|0.2|6.1|2.7|17.8|9.1|9.4|5.7||||||||||
Week 37 2019 YTD|114747.0|78187.0|6814.0|78542.0|359827.0|115686.0|95974.0|22058.0|46655.0|109012.0|103950.0|180348.0|95832.0|46207.0|95278.0|328013.0|28055.0|577790.0|38791.0|42489.0|2564255.0|69927.0|1800413.0|1870340.0|4434595.0||||||||||
